date,last_file_processed 
2023-11-19 09:30:57.759979,1407
2023-11-19 09:35:42.291428,1408
2023-11-19 09:40:35.166985,1409
2023-11-19 09:44:55.140944,1410
2023-11-19 09:49:34.601652,1411
2023-11-19 09:54:03.205386,1412
2023-11-19 09:58:46.582246,1413
2023-11-19 10:02:18.006671,1414
2023-11-19 10:05:07.495964,1415
2023-11-19 10:07:59.625437,1416
2023-11-19 10:11:06.359418,1417
2023-11-19 10:14:23.043595,1418
2023-11-19 10:18:41.429089,1419
2023-11-19 10:22:25.997502,1420
2023-11-19 10:25:31.123940,1421
2023-11-19 10:29:45.383803,1422
2023-11-19 10:33:41.822452,1423
2023-11-19 10:37:12.118968,1424
2023-11-19 10:40:52.262398,1425
2023-11-19 10:44:28.746374,1426
2023-11-19 10:47:36.683893,1427
2023-11-19 10:50:30.844938,1428
2023-11-19 10:54:05.793238,1429
2023-11-19 12:16:52.995450,1430
2023-11-19 12:20:13.288911,1431
2023-11-19 12:23:22.833445,1432
2023-11-19 12:26:27.721498,1433
2023-11-19 12:29:10.446152,1434
2023-11-19 12:32:29.828111,1435
2023-11-19 12:35:19.762219,1436
2023-11-19 12:38:22.849692,1437
2023-11-19 12:41:21.754349,1438
2023-11-19 12:44:46.978063,1439
2023-11-19 12:48:56.447527,1440
2023-11-19 12:53:28.357868,1441
2023-11-19 12:57:35.120485,1442
2023-11-19 13:02:05.368858,1443
2023-11-19 13:05:35.133873,1444
2023-11-19 13:08:36.108549,1445
2023-11-19 13:11:39.838914,1446
2023-11-19 13:15:09.747544,1447
2023-11-19 13:18:14.622773,1448
2023-11-19 13:21:15.386263,1449
2023-11-19 13:25:04.860613,1450
2023-11-19 13:28:09.722339,1451
2023-11-19 13:32:24.366799,1452
2023-11-19 13:36:45.016985,1453
2023-11-19 13:40:02.482417,1454
2023-11-19 13:42:57.350762,1455
2023-11-19 13:46:18.276591,1456
2023-11-19 13:49:07.328016,1457
2023-11-19 13:51:49.176378,1458
2023-11-19 13:54:40.549951,1459
2023-11-19 13:58:10.756312,1460
2023-11-19 14:01:39.853594,1461
2023-11-19 14:04:42.841545,1462
2023-11-19 14:07:45.614028,1463
2023-11-19 14:10:50.175328,1464
2023-11-19 14:13:12.924481,1465
2023-11-19 14:16:51.172362,1466
2023-11-19 14:19:30.733381,1467
2023-11-19 14:22:32.184430,1468
2023-11-19 14:25:24.104045,1469
2023-11-19 14:28:08.386465,1470
2023-11-19 14:31:22.710060,1471
2023-11-19 14:34:22.779523,1472
2023-11-19 14:37:20.323852,1473
2023-11-19 14:40:24.316843,1474
2023-11-19 14:43:35.919204,1475
2023-11-19 14:46:41.675571,1476
2023-11-19 14:49:42.373363,1477
2023-11-19 14:52:33.447488,1478
2023-11-19 14:55:20.885036,1479
2023-11-19 14:59:00.775744,1480
2023-11-19 15:02:21.928948,1481
2023-11-19 15:05:15.086179,1482
2023-11-19 15:08:15.517527,1483
2023-11-19 15:11:21.218747,1484
2023-11-19 15:14:47.763451,1485
2023-11-19 15:17:45.168681,1486
2023-11-19 15:20:58.864911,1487
2023-11-19 15:24:39.058396,1488
2023-11-19 15:28:38.729720,1489
2023-11-19 15:32:39.892703,1490
2023-11-19 15:36:10.970909,1491
2023-11-19 15:40:16.855718,1492
2023-11-19 15:43:48.353652,1493
2023-11-19 15:46:57.925756,1494
2023-11-19 15:50:20.870963,1495
2023-11-19 15:53:42.012008,1496
2023-11-19 15:56:41.991901,1497
2023-11-19 15:59:51.459382,1498
2023-11-19 16:03:37.655485,1499
2023-11-19 16:07:13.991404,1500
2023-11-19 16:10:31.138240,1501
2023-11-19 16:13:50.528123,1502
2023-11-19 16:17:13.928994,1503
2023-11-19 16:21:12.474438,1504
2023-11-19 16:24:24.943308,1505
2023-11-19 16:27:48.146805,1506
2023-11-19 16:31:15.229597,1507
2023-11-19 16:34:37.281185,1508
2023-11-19 16:38:04.791379,1509
2023-11-19 16:41:07.004736,1510
2023-11-19 16:46:30.304697,1511
2023-11-19 16:50:37.181500,1512
2023-11-19 16:54:01.131367,1513
2023-11-19 16:57:30.039844,1514
2023-11-19 17:01:00.292425,1515
2023-11-19 17:04:21.133296,1516
2023-11-19 17:07:28.981607,1517
2023-11-19 17:11:55.559664,1518
2023-11-19 17:16:02.367156,1519
2023-11-19 17:18:53.643086,1520
2023-11-19 17:22:03.424228,1521
2023-11-19 17:26:05.248162,1522
2023-11-19 17:29:30.924423,1523
2023-11-19 17:32:56.838649,1524
2023-11-19 17:36:15.585857,1525
2023-11-19 17:39:38.503764,1526
2023-11-19 17:44:05.356071,1527
2023-11-19 17:48:35.414984,1528
2023-11-19 17:52:33.382071,1529
2023-11-19 17:55:57.356712,1530
2023-11-19 17:59:16.960792,1531
2023-11-19 18:02:51.318562,1532
2023-11-19 18:06:02.122263,1533
2023-11-19 18:09:42.784686,1534
2023-11-19 18:13:10.649780,1535
2023-11-19 18:16:40.556719,1536
2023-11-19 18:20:30.769101,1537
2023-11-19 18:23:54.636866,1538
2023-11-19 18:27:11.505300,1539
2023-11-19 18:31:24.310871,1540
2023-11-19 18:36:26.448366,1541
2023-11-19 18:42:08.371617,1542
2023-11-19 18:47:41.797793,1543
2023-11-19 18:53:08.331763,1544
2023-11-19 18:58:33.728808,1545
2023-11-19 19:05:05.452385,1546
2023-11-19 19:10:33.057978,1547
2023-11-19 19:15:14.693156,1548
2023-11-19 19:18:44.460075,1549
2023-11-19 19:23:10.879566,1550
2023-11-19 19:28:03.614419,1551
2023-11-19 19:31:14.147162,1552
2023-11-19 19:33:49.703621,1553
2023-11-19 19:38:03.460391,1554
2023-11-19 19:40:59.455625,1555
2023-11-19 19:44:24.063394,1556
2023-11-19 19:48:20.484704,1557
2023-11-19 19:52:20.066129,1558
2023-11-19 19:55:54.821951,1559
2023-11-19 20:00:12.590945,1560
2023-11-19 20:04:18.893013,1561
2023-11-19 20:08:05.655598,1562
2023-11-19 20:14:07.803955,1563
2023-11-19 20:19:20.670262,1564
2023-11-19 20:23:59.452910,1565
2023-11-19 20:28:35.589537,1566
2023-11-19 20:32:39.951713,1567
2023-11-19 20:36:31.487146,1568
2023-11-19 20:39:56.163544,1569
2023-11-19 20:44:31.555201,1570
2023-11-19 20:48:11.035738,1571
2023-11-19 20:51:51.473111,1572
2023-11-19 20:55:03.706987,1573
2023-11-19 20:59:18.566916,1574
2023-11-19 21:02:41.951586,1575
2023-11-19 21:06:30.927362,1576
2023-11-19 21:10:31.944553,1577
2023-11-19 21:14:49.307299,1578
2023-11-19 21:18:46.575033,1579
2023-11-19 21:22:36.320032,1580
2023-11-19 21:26:21.148679,1581
2023-11-19 21:30:20.251829,1582
2023-11-19 21:34:10.326889,1583
2023-11-19 21:37:48.913962,1584
2023-11-19 21:41:24.295790,1585
2023-11-19 21:45:00.538465,1586
2023-11-19 21:48:49.337891,1587
2023-11-19 21:52:39.333011,1588
2023-11-19 21:56:15.334595,1589
2023-11-19 22:00:27.465190,1590
2023-11-19 22:04:26.656414,1591
2023-11-19 22:08:16.054196,1592
2023-11-19 22:13:09.401373,1593
2023-11-19 22:17:32.155380,1594
2023-11-19 22:21:37.575670,1595
2023-11-19 22:26:03.434335,1596
2023-11-19 22:29:32.848587,1597
2023-11-19 22:33:34.375639,1598
2023-11-19 22:37:45.398251,1599
2023-11-19 22:41:08.650931,1600
2023-11-19 22:45:01.246089,1601
2023-11-19 22:48:50.960361,1602
2023-11-19 22:53:03.894666,1603
2023-11-19 22:56:59.632099,1604
2023-11-19 23:00:42.626538,1605
2023-11-19 23:04:23.883402,1606
2023-11-19 23:07:59.331626,1607
2023-11-19 23:12:31.547208,1608
2023-11-19 23:16:16.398473,1609
2023-11-19 23:20:04.998052,1610
2023-11-19 23:24:43.961355,1611
2023-11-19 23:29:06.822140,1612
2023-11-19 23:32:39.976343,1613
2023-11-19 23:37:23.895724,1614
2023-11-19 23:41:58.946820,1615
2023-11-19 23:46:45.726730,1616
2023-11-19 23:52:19.376482,1617
2023-11-19 23:56:15.757964,1618
2023-11-20 00:01:13.962612,1619
2023-11-20 00:05:07.618310,1620
2023-11-20 00:08:41.440610,1621
2023-11-20 00:13:08.169726,1622
2023-11-20 00:17:58.760062,1623
2023-11-20 00:21:59.772548,1624
2023-11-20 00:25:51.070864,1625
2023-11-20 00:29:57.368197,1626
2023-11-20 00:34:01.037435,1627
2023-11-20 00:38:04.824281,1628
2023-11-20 00:42:00.148869,1629
